Exportmodul_Name,Exportverfahren,Datenfluss,Pruefer,Schritt,enc_care_provider,enc_qs_data,enc_patient,enc_patient_tx,enc_patient_ngkv,Schema
'LLS,DeQS_LLTX_LKG_PID,pid_lkg,LQS-LKG,unverschluesselt,0,0,1,1,1,interface_DAS/interface_LQS_pid.xsd
'LLS,DeQS_LLTX_LKG_PID,pid_lkg,LQS-LKG,pseudonymisiert,0,0,1,1,1,interface_DAS/interface_LQS_psn.xsd
'LLS,DeQS_LLTX_LKG_PID,pid_lkg,LQS-LKG,verschluesselt,1,1,1,1,1,interface_DAS_VST/interface_DAS_VST.xsd
'LLS,DeQS_LLTX_LKG_PID,pid_lkg,VST-PSN,verschluesselt,1,1,0,1,0,interface_DAS_VST/interface_DAS_VST.xsd
'LLS,DeQS_LLTX_LKG_PID,pid_lkg,VST-PSN,pseudonymisiert,1,1,0,1,0,interface_VST_BAS/interface_VST_BAS.xsd
'LLS,DeQS_LLTX_LKG_PID,pid_lkg,BAS,verschluesselt,1,1,0,1,0,interface_VST_BAS/interface_VST_BAS.xsd
'LLS,DeQS_LLTX_LKG_PID,pid_lkg,BAS,unverschluesselt,0,0,0,1,0,interface_BAS/interface_BAS_pid.xsd
'LLSFU_DeQS,DeQS_LLTX_LKG_PID,pid_lkg,LE,unverschluesselt,0,0,0,0,0,interface_LE/2026_LQS_pid_1.0_Export.xsd
'LLSFU_DeQS,DeQS_LLTX_LKG_PID,pid_lkg,LE,verschluesselt,0,1,1,1,1,interface_LE_DAS/interface_LE_LQS_pid.xsd
'LLSFU_DeQS,DeQS_LLTX_LKG_PID,pid_lkg,LQS-LKG,verschluesselt,0,1,1,1,1,interface_LE_DAS/interface_LE_LQS_pid.xsd
'LLSFU_DeQS,DeQS_LLTX_LKG_PID,pid_lkg,LQS-LKG,unverschluesselt,0,0,1,1,1,interface_DAS/interface_LQS_pid.xsd
'LLSFU_DeQS,DeQS_LLTX_LKG_PID,pid_lkg,LQS-LKG,pseudonymisiert,0,0,1,1,1,interface_DAS/interface_LQS_psn.xsd
'LLSFU_DeQS,DeQS_LLTX_LKG_PID,pid_lkg,LQS-LKG,verschluesselt,1,1,1,1,1,interface_DAS_VST/interface_DAS_VST.xsd
'LLSFU_DeQS,DeQS_LLTX_LKG_PID,pid_lkg,VST-PSN,verschluesselt,1,1,0,1,0,interface_DAS_VST/interface_DAS_VST.xsd
'LLSFU_DeQS,DeQS_LLTX_LKG_PID,pid_lkg,VST-PSN,pseudonymisiert,1,1,0,1,0,interface_VST_BAS/interface_VST_BAS.xsd
'LLSFU_DeQS,DeQS_LLTX_LKG_PID,pid_lkg,BAS,verschluesselt,1,1,0,1,0,interface_VST_BAS/interface_VST_BAS.xsd
'LLSFU_DeQS,DeQS_LLTX_LKG_PID,pid_lkg,BAS,unverschluesselt,0,0,0,1,0,interface_BAS/interface_BAS_pid.xsd
'LTX,DeQS_LLTX_LKG_PID,pid_lkg,LE,unverschluesselt,0,0,0,0,0,interface_LE/2026_LQS_pid_1.0_Export.xsd
'LTX,DeQS_LLTX_LKG_PID,pid_lkg,LE,verschluesselt,0,1,1,1,1,interface_LE_DAS/interface_LE_LQS_pid.xsd
'LTX,DeQS_LLTX_LKG_PID,pid_lkg,LQS-LKG,verschluesselt,0,1,1,1,1,interface_LE_DAS/interface_LE_LQS_pid.xsd
'LTX,DeQS_LLTX_LKG_PID,pid_lkg,LQS-LKG,unverschluesselt,0,0,1,1,1,interface_DAS/interface_LQS_pid.xsd
'LTX,DeQS_LLTX_LKG_PID,pid_lkg,LQS-LKG,pseudonymisiert,0,0,1,1,1,interface_DAS/interface_LQS_psn.xsd
'LTX,DeQS_LLTX_LKG_PID,pid_lkg,LQS-LKG,verschluesselt,1,1,1,1,1,interface_DAS_VST/interface_DAS_VST.xsd
'LTX,DeQS_LLTX_LKG_PID,pid_lkg,VST-PSN,verschluesselt,1,1,0,1,0,interface_DAS_VST/interface_DAS_VST.xsd
'LTX,DeQS_LLTX_LKG_PID,pid_lkg,VST-PSN,pseudonymisiert,1,1,0,1,0,interface_VST_BAS/interface_VST_BAS.xsd
'LTX,DeQS_LLTX_LKG_PID,pid_lkg,BAS,verschluesselt,1,1,0,1,0,interface_VST_BAS/interface_VST_BAS.xsd
'LTX,DeQS_LLTX_LKG_PID,pid_lkg,BAS,unverschluesselt,0,0,0,1,0,interface_BAS/interface_BAS_pid.xsd
'LTXFU_DeQS,DeQS_LLTX_LKG_PID,pid_lkg,LE,unverschluesselt,0,0,0,0,0,interface_LE/2026_LQS_pid_1.0_Export.xsd
'LTXFU_DeQS,DeQS_LLTX_LKG_PID,pid_lkg,LE,verschluesselt,0,1,1,1,1,interface_LE_DAS/interface_LE_LQS_pid.xsd
'LTXFU_DeQS,DeQS_LLTX_LKG_PID,pid_lkg,LQS-LKG,verschluesselt,0,1,1,1,1,interface_LE_DAS/interface_LE_LQS_pid.xsd
'LTXFU_DeQS,DeQS_LLTX_LKG_PID,pid_lkg,LQS-LKG,unverschluesselt,0,0,1,1,1,interface_DAS/interface_LQS_pid.xsd
'LTXFU_DeQS,DeQS_LLTX_LKG_PID,pid_lkg,LQS-LKG,pseudonymisiert,0,0,1,1,1,interface_DAS/interface_LQS_psn.xsd
'LTXFU_DeQS,DeQS_LLTX_LKG_PID,pid_lkg,LQS-LKG,verschluesselt,1,1,1,1,1,interface_DAS_VST/interface_DAS_VST.xsd
'LTXFU_DeQS,DeQS_LLTX_LKG_PID,pid_lkg,VST-PSN,verschluesselt,1,1,0,1,0,interface_DAS_VST/interface_DAS_VST.xsd
'LTXFU_DeQS,DeQS_LLTX_LKG_PID,pid_lkg,VST-PSN,pseudonymisiert,1,1,0,1,0,interface_VST_BAS/interface_VST_BAS.xsd
'LTXFU_DeQS,DeQS_LLTX_LKG_PID,pid_lkg,BAS,verschluesselt,1,1,0,1,0,interface_VST_BAS/interface_VST_BAS.xsd
'LTXFU_DeQS,DeQS_LLTX_LKG_PID,pid_lkg,BAS,unverschluesselt,0,0,0,1,0,interface_BAS/interface_BAS_pid.xsd
'LUTX,DeQS_LUTX_LKG_PID,pid_lkg,LE,unverschluesselt,0,0,0,0,0,interface_LE/2026_LQS_pid_1.0_Export.xsd
'LUTX,DeQS_LUTX_LKG_PID,pid_lkg,LE,verschluesselt,0,1,1,1,1,interface_LE_DAS/interface_LE_LQS_pid.xsd
'LUTX,DeQS_LUTX_LKG_PID,pid_lkg,LQS-LKG,verschluesselt,0,1,1,1,1,interface_LE_DAS/interface_LE_LQS_pid.xsd
'LUTX,DeQS_LUTX_LKG_PID,pid_lkg,LQS-LKG,unverschluesselt,0,0,1,1,1,interface_DAS/interface_LQS_pid.xsd
'LUTX,DeQS_LUTX_LKG_PID,pid_lkg,LQS-LKG,pseudonymisiert,0,0,1,1,1,interface_DAS/interface_LQS_psn.xsd
'LUTX,DeQS_LUTX_LKG_PID,pid_lkg,LQS-LKG,verschluesselt,1,1,1,1,1,interface_DAS_VST/interface_DAS_VST.xsd
'LUTX,DeQS_LUTX_LKG_PID,pid_lkg,VST-PSN,verschluesselt,1,1,0,1,0,interface_DAS_VST/interface_DAS_VST.xsd
'LUTX,DeQS_LUTX_LKG_PID,pid_lkg,VST-PSN,pseudonymisiert,1,1,0,1,0,interface_VST_BAS/interface_VST_BAS.xsd
'LUTX,DeQS_LUTX_LKG_PID,pid_lkg,BAS,verschluesselt,1,1,0,1,0,interface_VST_BAS/interface_VST_BAS.xsd
'LUTX,DeQS_LUTX_LKG_PID,pid_lkg,BAS,unverschluesselt,0,0,0,1,0,interface_BAS/interface_BAS_pid.xsd
'LUTXFU_DeQS,DeQS_LUTX_LKG_PID,pid_lkg,LE,unverschluesselt,0,0,0,0,0,interface_LE/2026_LQS_pid_1.0_Export.xsd
'LUTXFU_DeQS,DeQS_LUTX_LKG_PID,pid_lkg,LE,verschluesselt,0,1,1,1,1,interface_LE_DAS/interface_LE_LQS_pid.xsd
'LUTXFU_DeQS,DeQS_LUTX_LKG_PID,pid_lkg,LQS-LKG,verschluesselt,0,1,1,1,1,interface_LE_DAS/interface_LE_LQS_pid.xsd
'LUTXFU_DeQS,DeQS_LUTX_LKG_PID,pid_lkg,LQS-LKG,unverschluesselt,0,0,1,1,1,interface_DAS/interface_LQS_pid.xsd
'LUTXFU_DeQS,DeQS_LUTX_LKG_PID,pid_lkg,LQS-LKG,pseudonymisiert,0,0,1,1,1,interface_DAS/interface_LQS_psn.xsd
'LUTXFU_DeQS,DeQS_LUTX_LKG_PID,pid_lkg,LQS-LKG,verschluesselt,1,1,1,1,1,interface_DAS_VST/interface_DAS_VST.xsd
'LUTXFU_DeQS,DeQS_LUTX_LKG_PID,pid_lkg,VST-PSN,verschluesselt,1,1,0,1,0,interface_DAS_VST/interface_DAS_VST.xsd
'LUTXFU_DeQS,DeQS_LUTX_LKG_PID,pid_lkg,VST-PSN,pseudonymisiert,1,1,0,1,0,interface_VST_BAS/interface_VST_BAS.xsd
'LUTXFU_DeQS,DeQS_LUTX_LKG_PID,pid_lkg,BAS,verschluesselt,1,1,0,1,0,interface_VST_BAS/interface_VST_BAS.xsd
'LUTXFU_DeQS,DeQS_LUTX_LKG_PID,pid_lkg,BAS,unverschluesselt,0,0,0,1,0,interface_BAS/interface_BAS_pid.xsd
'NEO,DeQS_PERI_LKG_PID,pid_lkg,LE,unverschluesselt,0,0,0,n/a,n/a,interface_LE/2026_LQS_pid_1.0_Export.xsd
'NEO,DeQS_PERI_LKG_PID,pid_lkg,LE,verschluesselt,0,1,1,n/a,n/a,interface_LE_DAS/interface_LE_LQS_pid.xsd
'NEO,DeQS_PERI_LKG_PID,pid_lkg,LQS-LKG,verschluesselt,0,1,1,n/a,n/a,interface_LE_DAS/interface_LE_LQS_pid.xsd
'NEO,DeQS_PERI_LKG_PID,pid_lkg,LQS-LKG,unverschluesselt,0,0,1,n/a,n/a,interface_DAS/interface_LQS_pid.xsd
'NEO,DeQS_PERI_LKG_PID,pid_lkg,LQS-LKG,pseudonymisiert,0,0,1,n/a,n/a,interface_DAS/interface_LQS_psn.xsd
'NEO,DeQS_PERI_LKG_PID,pid_lkg,LQS-LKG,verschluesselt,1,1,1,n/a,n/a,interface_DAS_VST/interface_DAS_VST.xsd
'NEO,DeQS_PERI_LKG_PID,pid_lkg,VST-PSN,verschluesselt,1,1,0,n/a,n/a,interface_DAS_VST/interface_DAS_VST.xsd
'NEO,DeQS_PERI_LKG_PID,pid_lkg,VST-PSN,pseudonymisiert,1,1,0,n/a,n/a,interface_VST_BAS/interface_VST_BAS.xsd
'NEO,DeQS_PERI_LKG_PID,pid_lkg,BAS,verschluesselt,1,1,0,n/a,n/a,interface_VST_BAS/interface_VST_BAS.xsd
'NEO,DeQS_PERI_LKG_PID,pid_lkg,BAS,unverschluesselt,0,0,0,n/a,n/a,interface_BAS/interface_BAS_pid.xsd
'NLS,DeQS_NLS_LKG_PID,pid_lkg,LE,unverschluesselt,0,0,0,0,0,interface_LE/2026_LQS_pid_1.0_Export.xsd
'NLS,DeQS_NLS_LKG_PID,pid_lkg,LE,verschluesselt,0,1,1,1,1,interface_LE_DAS/interface_LE_LQS_pid.xsd
'NLS,DeQS_NLS_LKG_PID,pid_lkg,LQS-LKG,verschluesselt,0,1,1,1,1,interface_LE_DAS/interface_LE_LQS_pid.xsd
'NLS,DeQS_NLS_LKG_PID,pid_lkg,LQS-LKG,unverschluesselt,0,0,1,1,1,interface_DAS/interface_LQS_pid.xsd
'NLS,DeQS_NLS_LKG_PID,pid_lkg,LQS-LKG,pseudonymisiert,0,0,1,1,1,interface_DAS/interface_LQS_psn.xsd
'NLS,DeQS_NLS_LKG_PID,pid_lkg,LQS-LKG,verschluesselt,1,1,1,1,1,interface_DAS_VST/interface_DAS_VST.xsd
'NLS,DeQS_NLS_LKG_PID,pid_lkg,VST-PSN,verschluesselt,1,1,0,1,0,interface_DAS_VST/interface_DAS_VST.xsd
'NLS,DeQS_NLS_LKG_PID,pid_lkg,VST-PSN,pseudonymisiert,1,1,0,1,0,interface_VST_BAS/interface_VST_BAS.xsd
'NLS,DeQS_NLS_LKG_PID,pid_lkg,BAS,verschluesselt,1,1,0,1,0,interface_VST_BAS/interface_VST_BAS.xsd
'NLS,DeQS_NLS_LKG_PID,pid_lkg,BAS,unverschluesselt,0,0,0,1,0,interface_BAS/interface_BAS_pid.xsd
'NLSFU_DeQS,DeQS_NLS_LKG_PID,pid_lkg,LE,unverschluesselt,0,0,0,0,0,interface_LE/2026_LQS_pid_1.0_Export.xsd
'NLSFU_DeQS,DeQS_NLS_LKG_PID,pid_lkg,LE,verschluesselt,0,1,1,1,1,interface_LE_DAS/interface_LE_LQS_pid.xsd
'NLSFU_DeQS,DeQS_NLS_LKG_PID,pid_lkg,LQS-LKG,verschluesselt,0,1,1,1,1,interface_LE_DAS/interface_LE_LQS_pid.xsd
'NLSFU_DeQS,DeQS_NLS_LKG_PID,pid_lkg,LQS-LKG,unverschluesselt,0,0,1,1,1,interface_DAS/interface_LQS_pid.xsd
'NLSFU_DeQS,DeQS_NLS_LKG_PID,pid_lkg,LQS-LKG,pseudonymisiert,0,0,1,1,1,interface_DAS/interface_LQS_psn.xsd
'NLSFU_DeQS,DeQS_NLS_LKG_PID,pid_lkg,LQS-LKG,verschluesselt,1,1,1,1,1,interface_DAS_VST/interface_DAS_VST.xsd
'NLSFU_DeQS,DeQS_NLS_LKG_PID,pid_lkg,VST-PSN,verschluesselt,1,1,0,1,0,interface_DAS_VST/interface_DAS_VST.xsd
'NLSFU_DeQS,DeQS_NLS_LKG_PID,pid_lkg,VST-PSN,pseudonymisiert,1,1,0,1,0,interface_VST_BAS/interface_VST_BAS.xsd
'NLSFU_DeQS,DeQS_NLS_LKG_PID,pid_lkg,BAS,verschluesselt,1,1,0,1,0,interface_VST_BAS/interface_VST_BAS.xsd
'NLSFU_DeQS,DeQS_NLS_LKG_PID,pid_lkg,BAS,unverschluesselt,0,0,0,1,0,interface_BAS/interface_BAS_pid.xsd
'PAPSY_KV,DeQS_AMBPT_KV_PB,vpb_kv,LE,unverschluesselt,0,0,0,n/a,n/a,interface_LE/2026_kv_vpb_1.0_Export.xsd
'PAPSY_KV,DeQS_AMBPT_KV_PB,vpb_kv,LE,verschluesselt,0,1,1,n/a,n/a,interface_LE_DAS/interface_LE_KV_vpb.xsd
'PAPSY_KV,DeQS_AMBPT_KV_PB,vpb_kv,KV,verschluesselt,0,1,1,n/a,n/a,interface_LE_DAS/interface_LE_KV_vpb.xsd
'PAPSY_KV,DeQS_AMBPT_KV_PB,vpb_kv,KV,pseudonymisiert,0,1,1,n/a,n/a,interface_DAS/interface_encr_psn.xsd
'PAPSY_KV,DeQS_AMBPT_KV_PB,vpb_kv,VPB,verschluesselt,0,1,1,n/a,n/a,interface_DAS_VPB/interface_encr_psn.xsd
'PAPSY_KV,DeQS_AMBPT_KV_PB,vpb_kv,VPB,unverschluesselt (vor Stichprobenziehung),0,0,1,n/a,n/a,interface_VPB/interface_VPB_decr_qs.xsd
'PAPSY_KV,DeQS_AMBPT_KV_PB,vpb_kv,VPB,unverschluesselt (nach Stichprobenziehung),0,0,0,n/a,n/a,interface_VPB/interface_VPB_decr_qs_patient.xsd
'PAPSY_SV,DeQS_AMBPT_SV_PB,vpb_sv,LE,unverschluesselt,0,0,0,n/a,n/a,interface_LE/2026_sv_vpb_1.0_Export.xsd
'PAPSY_SV,DeQS_AMBPT_SV_PB,vpb_sv,LE,verschluesselt,0,1,1,n/a,n/a,interface_LE_DAS/interface_LE_SV_vpb.xsd
'PAPSY_SV,DeQS_AMBPT_SV_PB,vpb_sv,VST-DAS,verschluesselt,0,1,1,n/a,n/a,interface_DAS/interface_encr_psn.xsd
'PAPSY_SV,DeQS_AMBPT_SV_PB,vpb_sv,VST-DAS,pseudonymisiert,0,1,1,n/a,n/a,interface_DAS_VPB/interface_encr_psn.xsd
'PAPSY_SV,DeQS_AMBPT_SV_PB,vpb_sv,VPB,verschluesselt,0,1,1,n/a,n/a,interface_DAS_VPB/interface_encr_psn.xsd
'PAPSY_SV,DeQS_AMBPT_SV_PB,vpb_sv,VPB,unverschluesselt (vor Stichprobenziehung),0,0,1,n/a,n/a,interface_VPB/interface_VPB_decr_qs.xsd
'PAPSY_SV,DeQS_AMBPT_SV_PB,vpb_sv,VPB,unverschluesselt (nach Stichprobenziehung),0,0,0,n/a,n/a,interface_VPB/interface_VPB_decr_qs_patient.xsd
'PCI_KV,DeQS_PCI_KV_PID,pid_kv,LE,unverschluesselt,0,0,0,n/a,n/a,interface_LE/2026_kv_pid_1.0_Export.xsd
'PCI_KV,DeQS_PCI_KV_PID,pid_kv,LE,verschluesselt,0,1,1,n/a,n/a,interface_LE_DAS/interface_LE_KV.xsd
'PCI_KV,DeQS_PCI_KV_PID,pid_kv,KV,verschluesselt,0,1,1,n/a,n/a,interface_LE_DAS/interface_LE_KV.xsd
'PCI_KV,DeQS_PCI_KV_PID,pid_kv,KV,unverschluesselt,0,0,1,n/a,n/a,interface_DAS/interface_KV_pid.xsd
'PCI_KV,DeQS_PCI_KV_PID,pid_kv,KV,pseudonymisiert,0,0,1,n/a,n/a,interface_DAS/interface_KV_psn.xsd
'PCI_KV,DeQS_PCI_KV_PID,pid_kv,KV,verschluesselt,1,1,1,n/a,n/a,interface_DAS_VST/interface_DAS_VST.xsd
'PCI_KV,DeQS_PCI_KV_PID,pid_kv,VST-PSN,verschluesselt,1,1,1,n/a,n/a,interface_DAS_VST/interface_DAS_VST.xsd
'PCI_KV,DeQS_PCI_KV_PID,pid_kv,VST-PSN,pseudonymisiert,1,1,0,n/a,n/a,interface_VST_BAS/interface_VST_BAS.xsd
'PCI_KV,DeQS_PCI_KV_PID,pid_kv,BAS,verschluesselt,1,1,0,n/a,n/a,interface_VST_BAS/interface_VST_BAS.xsd
'PCI_KV,DeQS_PCI_KV_PID,pid_kv,BAS,unverschluesselt,0,0,0,n/a,n/a,interface_BAS/interface_BAS_pid.xsd
'PCI_LKG,DeQS_PCI_LKG_PID,pid_lkg,LE,unverschluesselt,0,0,0,n/a,n/a,interface_LE/2026_LQS_pid_1.0_Export.xsd
'PCI_LKG,DeQS_PCI_LKG_PID,pid_lkg,LE,verschluesselt,0,1,1,n/a,n/a,interface_LE_DAS/interface_LE_LQS_pid.xsd
'PCI_LKG,DeQS_PCI_LKG_PID,pid_lkg,LQS-LKG,verschluesselt,0,1,1,n/a,n/a,interface_LE_DAS/interface_LE_LQS_pid.xsd
'PCI_LKG,DeQS_PCI_LKG_PID,pid_lkg,LQS-LKG,unverschluesselt,0,0,1,n/a,n/a,interface_DAS/interface_LQS_pid.xsd
'PCI_LKG,DeQS_PCI_LKG_PID,pid_lkg,LQS-LKG,pseudonymisiert,0,0,1,n/a,n/a,interface_DAS/interface_LQS_psn.xsd
'PCI_LKG,DeQS_PCI_LKG_PID,pid_lkg,LQS-LKG,verschluesselt,1,1,1,n/a,n/a,interface_DAS_VST/interface_DAS_VST.xsd
'PCI_LKG,DeQS_PCI_LKG_PID,pid_lkg,VST-PSN,verschluesselt,1,1,0,n/a,n/a,interface_DAS_VST/interface_DAS_VST.xsd
'PCI_LKG,DeQS_PCI_LKG_PID,pid_lkg,VST-PSN,pseudonymisiert,1,1,0,n/a,n/a,interface_VST_BAS/interface_VST_BAS.xsd
'PCI_LKG,DeQS_PCI_LKG_PID,pid_lkg,BAS,verschluesselt,1,1,0,n/a,n/a,interface_VST_BAS/interface_VST_BAS.xsd
'PCI_LKG,DeQS_PCI_LKG_PID,pid_lkg,BAS,unverschluesselt,0,0,0,n/a,n/a,interface_BAS/interface_BAS_pid.xsd
'PCI_SV,DeQS_PCI_SV_PID,pid_sv,LE,unverschluesselt,0,0,0,n/a,n/a,interface_LE/2026_sv_pid_1.0_Export.xsd
'PCI_SV,DeQS_PCI_SV_PID,pid_sv,LE,verschluesselt,0,1,1,n/a,n/a,interface_LE_DAS/interface_LE_SV.xsd
'PCI_SV,DeQS_PCI_SV_PID,pid_sv,VST-DAS,verschluesselt,0,1,1,n/a,n/a,interface_LE_DAS/interface_LE_SV.xsd
'PCI_SV,DeQS_PCI_SV_PID,pid_sv,VST-DAS,pseudonymisiert,0,1,1,n/a,n/a,interface_DAS/interface_SV_psn.xsd
'PCI_SV,DeQS_PCI_SV_PID,pid_sv,VST-DAS,verschluesselt,1,1,1,n/a,n/a,interface_DAS_VST/interface_DAS_VST.xsd
'PCI_SV,DeQS_PCI_SV_PID,pid_sv,VST-PSN,verschluesselt,1,1,1,n/a,n/a,interface_DAS_VST/interface_DAS_VST.xsd
'PCI_SV,DeQS_PCI_SV_PID,pid_sv,VST-PSN,pseudonymisiert,1,1,0,n/a,n/a,interface_VST_BAS/interface_VST_BAS.xsd
'PCI_SV,DeQS_PCI_SV_PID,pid_sv,BAS,verschluesselt,1,1,0,n/a,n/a,interface_VST_BAS/interface_VST_BAS.xsd
'PCI_SV,DeQS_PCI_SV_PID,pid_sv,BAS,unverschluesselt,0,0,0,n/a,n/a,interface_BAS/interface_BAS_pid.xsd
'PNTX,DeQS_NET_LKG_PID,pid_lkg,LE,unverschluesselt,0,0,0,0,0,interface_LE/2026_LQS_pid_1.0_Export.xsd
'PNTX,DeQS_NET_LKG_PID,pid_lkg,LE,verschluesselt,0,1,1,1,1,interface_LE_DAS/interface_LE_LQS_pid.xsd
'PNTX,DeQS_NET_LKG_PID,pid_lkg,LQS-LKG,verschluesselt,0,1,1,1,1,interface_LE_DAS/interface_LE_LQS_pid.xsd
'PNTX,DeQS_NET_LKG_PID,pid_lkg,LQS-LKG,unverschluesselt,0,0,1,1,1,interface_DAS/interface_LQS_pid.xsd
'PNTX,DeQS_NET_LKG_PID,pid_lkg,LQS-LKG,pseudonymisiert,0,0,1,1,1,interface_DAS/interface_LQS_psn.xsd
'PNTX,DeQS_NET_LKG_PID,pid_lkg,LQS-LKG,verschluesselt,1,1,1,1,1,interface_DAS_VST/interface_DAS_VST.xsd
'PNTX,DeQS_NET_LKG_PID,pid_lkg,VST-PSN,verschluesselt,1,1,0,1,0,interface_DAS_VST/interface_DAS_VST.xsd
'PNTX,DeQS_NET_LKG_PID,pid_lkg,VST-PSN,pseudonymisiert,1,1,0,1,0,interface_VST_BAS/interface_VST_BAS.xsd
'PNTX,DeQS_NET_LKG_PID,pid_lkg,BAS,verschluesselt,1,1,0,1,0,interface_VST_BAS/interface_VST_BAS.xsd
'PNTX,DeQS_NET_LKG_PID,pid_lkg,BAS,unverschluesselt,0,0,0,1,0,interface_BAS/interface_BAS_pid.xsd
'PNTXFU_DeQS,DeQS_NET_LKG_PID,pid_lkg,LE,unverschluesselt,0,0,0,0,0,interface_LE/2026_LQS_pid_1.0_Export.xsd
'PNTXFU_DeQS,DeQS_NET_LKG_PID,pid_lkg,LE,verschluesselt,0,1,1,1,1,interface_LE_DAS/interface_LE_LQS_pid.xsd
'PNTXFU_DeQS,DeQS_NET_LKG_PID,pid_lkg,LQS-LKG,verschluesselt,0,1,1,1,1,interface_LE_DAS/interface_LE_LQS_pid.xsd
'PNTXFU_DeQS,DeQS_NET_LKG_PID,pid_lkg,LQS-LKG,unverschluesselt,0,0,1,1,1,interface_DAS/interface_LQS_pid.xsd
'PNTXFU_DeQS,DeQS_NET_LKG_PID,pid_lkg,LQS-LKG,pseudonymisiert,0,0,1,1,1,interface_DAS/interface_LQS_psn.xsd
'PNTXFU_DeQS,DeQS_NET_LKG_PID,pid_lkg,LQS-LKG,verschluesselt,1,1,1,1,1,interface_DAS_VST/interface_DAS_VST.xsd
'PNTXFU_DeQS,DeQS_NET_LKG_PID,pid_lkg,VST-PSN,verschluesselt,1,1,0,1,0,interface_DAS_VST/interface_DAS_VST.xsd
'PNTXFU_DeQS,DeQS_NET_LKG_PID,pid_lkg,VST-PSN,pseudonymisiert,1,1,0,1,0,interface_VST_BAS/interface_VST_BAS.xsd
'PNTXFU_DeQS,DeQS_NET_LKG_PID,pid_lkg,BAS,verschluesselt,1,1,0,1,0,interface_VST_BAS/interface_VST_BAS.xsd
'PNTXFU_DeQS,DeQS_NET_LKG_PID,pid_lkg,BAS,unverschluesselt,0,0,0,1,0,interface_BAS/interface_BAS_pid.xsd
'PPCI_KV,DeQS_PCI_KV_PB,vpb_kv,LE,unverschluesselt,0,0,0,n/a,n/a,interface_LE/2026_kv_vpb_1.0_Export.xsd
'PPCI_KV,DeQS_PCI_KV_PB,vpb_kv,LE,verschluesselt,0,1,1,n/a,n/a,interface_LE_DAS/interface_LE_KV_vpb.xsd
'PPCI_KV,DeQS_PCI_KV_PB,vpb_kv,KV,verschluesselt,0,1,1,n/a,n/a,interface_LE_DAS/interface_LE_KV_vpb.xsd
'PPCI_KV,DeQS_PCI_KV_PB,vpb_kv,KV,pseudonymisiert,0,1,1,n/a,n/a,interface_DAS/interface_encr_psn.xsd
'PPCI_KV,DeQS_PCI_KV_PB,vpb_kv,VPB,verschluesselt,0,1,1,n/a,n/a,interface_DAS_VPB/interface_encr_psn.xsd
'PPCI_KV,DeQS_PCI_KV_PB,vpb_kv,VPB,unverschluesselt (vor Stichprobenziehung),0,0,1,n/a,n/a,interface_VPB/interface_VPB_decr_qs.xsd
'PPCI_KV,DeQS_PCI_KV_PB,vpb_kv,VPB,unverschluesselt (nach Stichprobenziehung),0,0,0,n/a,n/a,interface_VPB/interface_VPB_decr_qs_patient.xsd
'PPCI_LKG,DeQS_PCI_LKG_PB,vpb_lkg,LE,unverschluesselt,0,0,0,n/a,n/a,interface_LE/2026_lqs_vpb_1.0_Export.xsd
'PPCI_LKG,DeQS_PCI_LKG_PB,vpb_lkg,LE,verschluesselt,0,1,1,n/a,n/a,interface_LE_DAS/interface_LE_LQS_vpb.xsd
'PPCI_LKG,DeQS_PCI_LKG_PB,vpb_lkg,LQS-LKG,verschluesselt,0,1,1,n/a,n/a,interface_LE_DAS/interface_LE_LQS_vpb.xsd
'PPCI_LKG,DeQS_PCI_LKG_PB,vpb_lkg,LQS-LKG,pseudonymisiert,0,1,1,n/a,n/a,interface_DAS/interface_encr_psn.xsd
'PPCI_LKG,DeQS_PCI_LKG_PB,vpb_lkg,VPB,verschluesselt,0,1,1,n/a,n/a,interface_DAS_VPB/interface_encr_psn.xsd
'PPCI_LKG,DeQS_PCI_LKG_PB,vpb_lkg,VPB,unverschluesselt (vor Stichprobenziehung),0,0,1,n/a,n/a,interface_VPB/interface_VPB_decr_qs.xsd
'PPCI_LKG,DeQS_PCI_LKG_PB,vpb_lkg,VPB,unverschluesselt (nach Stichprobenziehung),0,0,0,n/a,n/a,interface_VPB/interface_VPB_decr_qs_patient.xsd
'PPCI_SV,DeQS_PCI_SV_PB,vpb_sv,LE,unverschluesselt,0,0,0,n/a,n/a,interface_LE/2026_sv_vpb_1.0_Export.xsd
'PPCI_SV,DeQS_PCI_SV_PB,vpb_sv,LE,verschluesselt,0,1,1,n/a,n/a,interface_LE_DAS/interface_LE_SV_vpb.xsd
'PPCI_SV,DeQS_PCI_SV_PB,vpb_sv,VST-DAS,verschluesselt,0,1,1,n/a,n/a,interface_DAS/interface_encr_psn.xsd
'PPCI_SV,DeQS_PCI_SV_PB,vpb_sv,VST-DAS,pseudonymisiert,0,1,1,n/a,n/a,interface_DAS_VPB/interface_encr_psn.xsd
'PPCI_SV,DeQS_PCI_SV_PB,vpb_sv,VPB,verschluesselt,0,1,1,n/a,n/a,interface_DAS_VPB/interface_encr_psn.xsd
'PPCI_SV,DeQS_PCI_SV_PB,vpb_sv,VPB,unverschluesselt (vor Stichprobenziehung),0,0,1,n/a,n/a,interface_VPB/interface_VPB_decr_qs.xsd
